"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","許可_總床數","許可_養護床","許可_長照床","許可_安養床",
"桃園市私立建元老人長期照顧中心(養護型)","桃園市","桃園區","大豐路56號1-2樓，60號1樓，62號1樓","桃園市桃園區大豐路56號1-2樓，60號1樓，62號1樓","1","養護型機構","<year=102&class=3>","","?03-3631755","?03-3633490","無","?hi3643405@yahoo.com.tw","True","38","38","0","0",
"桃園市私立逸園老人長期照顧中心(養護型)","桃園市","桃園區","民富五街5、7號","桃園市桃園區民富五街5、7號","1","養護型機構","<year=102&class=2>","","?03-3319523","?03-3318037","無","?a0906candy@yahoo.com.tw","True","48","48","0","0",
"桃園市私立康健老人長期照顧中心(養護型)","桃園市","桃園區","新埔七街101號2、3樓","桃園市桃園區新埔七街101號2、3樓","1","養護型機構","<year=103&class=2>","","?03-3162606","?03-3552537","http://tg-nh.com/","?tongn101@yahoo.com.tw","True","49","48","0","0",
"桃園市私立宜家老人長期照顧中心(養護型)","桃園市","桃園區","經國路242號2樓、242-1號2樓、244號2樓、246號","桃園市桃園區經國路242號2樓、242-1號2樓、244號2樓、246號","1","養護型機構","無","3","03-3568881","無","無","yijia104@gmail.com","True","49","49","0","0",
"桃園市私立陽光老人長期照顧中心(養護型)","桃園市","桃園區","中德里15鄰國際路一段264號1樓","桃園市桃園區中德里15鄰國際路一段264號1樓","1","養護型機構","<year=104&class=3>","","?03-3618728","無","無","?zeno07@yahoo.com.tw","True","15","15","0","0",
"桃園市私立同安老人長期照顧中心(養護型)","桃園市","桃園區","新埔七街101號","桃園市桃園區新埔七街101號","1","養護型機構","<year=102&class=2>","","?03-3552546","?03-3552537","http://tg-nh.com/","?tongn101@yahoo.com.tw","True","40","40","0","0",
"桃園市私立恩澤老人長期照顧中心（養護型）","桃園市","桃園區","成功路二段99號","桃園市桃園區成功路二段99號","1","養護型機構","無","3","03-3333636","無","無","無","True","41","41","0","0",
"桃園市私立吉安老人長期照顧中心(養護型)","桃園市","桃園區","朝陽街26、28號1樓","桃園市桃園區朝陽街26、28號1樓","1","養護型機構","無","3","無","無","無","無","True","34","34","0","0",
"桃園市私立伯園老人長期照顧中心(養護型)","桃園市","桃園區","三民路三段八八號","桃園市桃園區三民路三段八八號","1","養護型機構","<year=102&class=3>","","?03-3361669","?03-3329475","無","?boyuan@livemail.tw","True","13","13","0","0",
"財團法人台灣省私立桃園仁愛之家附設成功養護中心","桃園市","桃園區","成功路2段99號","桃園市桃園區成功路2段99號","1","養護型機構","<year=102&class=3>",""," 03-3394151","03-3392094","http://www.tych.org.tw/cg/index.htm","tyck218@yahoo.com.tw","True","160","160","0","0",
"桃園市私立桃源老人長期照顧中心(養護型)","桃園市","中壢區","吉林二路101巷15號","桃園市中壢區吉林二路101巷15號","1","養護型機構","<year=103&class=2>","","?03-4615050","03-4617070","無","?r4615050@yahoo.com.tw","True","36","36","0","0",
"桃園市私立慈恩老人長期照顧中心(養護型)","桃園市","中壢區","自立三街二巷16,18號","桃園市中壢區自立三街二巷16,18號","1","養護型機構","<year=103&class=1>","","?03-4558858","?03-4358439","無","?liaoch0703@yahoo.com.tw","True","28","28","0","0",
"桃園市私立東陽老人長期照顧中心(養護型)","桃園市","中壢區","興仁路2段152-2號1樓","桃園市中壢區興仁路2段152-2號1樓","1","養護型機構","<year=104&class=2>","","?03-2850572","?03-2850573","無","?d339797@yahoo.com.tw","True","48","48","0","0",
"桃園市私立真愛華園老人長期照顧中心(養護型)","桃園市","中壢區","新生路65號6樓之2","桃園市中壢區新生路65號6樓之2","1","養護型機構","無","3","?03-4258367","?03-4258331","http://www.ji2599.com.tw/","?hunlenmsn@hotmail.com","True","42","42","0","0",
"桃園市私立長祐老人長期照顧中心(養護型)","桃園市","中壢區","環中東路188、190號2樓","桃園市中壢區環中東路188、190號2樓","1","養護型機構","<year=103&class=2>","","?03-4356337","?03-4352463","無","?hf5755.shen@msa.hinet.net","True","46","46","0","0",
"桃園市私立大溪老人長期照顧中心（養護型）","桃園市","大溪區","慈湖路85號4樓","桃園市大溪區慈湖路85號4樓","1","養護型機構","無","3","03-2182128","無","無","無","True","43","43","0","0",
"桃園市私立眾生老人長期照顧中心(養護型)","桃園市","大溪區","福安里28鄰三層91之2號1-4樓","桃園市大溪區福安里28鄰三層91之2號1-4樓","1","養護型機構","無","3","?03-3887167","?03-3887167","無","?apple_god0706@yahoo.com.tw","True","49","49","0","0",
"桃園市私立家輔老人長期照顧中心(養護型)","桃園市","大溪區","天祥街1號","桃園市大溪區天祥街1號","1","養護型機構","<year=103&class=2>","","?03-3878806","?03-3871155","無","?chiafuhome@yahoo.com.tw","True","16","16","0","0",
"財團法人台灣省私立桃園仁愛之家","桃園市","楊梅區","高榮里梅獅路539巷3號","桃園市楊梅區高榮里梅獅路539巷3號","1","養護型機構","<year=102&class=2>","","?03-4643385","?03-4641512","http://www.tych.org.tw/","?tych.service@gmail.com","True","403","293","0","110",
"桃園市私立富佑老人長期照顧中心(養護型)","桃園市","楊梅區","富豐南路418號(1-2樓)","桃園市楊梅區富豐南路418號(1-2樓)","1","養護型機構","<year=104&class=2>","","?(03)4721972","","無","?fk02767182@yahoo.com.tw","True","49","49","0","0",
"桃園市私立雲鵬老人長期照顧中心(養護型)","桃園市","楊梅區","中山北路一段319號","桃園市楊梅區中山北路一段319號","1","養護型機構","無","3","03-4881300","無","無","?yunpp.ltcc@gmail.com","True","49","49","0","0",
"桃園市私立明新老人長期照顧中心(養護型)","桃園市","楊梅區","裕成南路313號、315號一樓","桃園市楊梅區裕成南路313號、315號一樓","1","養護型機構","<year=102&class=3>","","?03-4314349","無","mingxin.pixnet.net/profile","?Dylan-lu@hotmail.com","True","13","13","0","0",
"桃園市私立友愛老人長期照顧中心(養護型)","桃園市","蘆竹區","新興村10鄰新興104之9號","桃園市蘆竹區新興村10鄰新興104之9號","1","養護型機構","<year=104&class=3>","","?03-3025795","?03-3413284","http://yuai.elder-care.org.tw/","?hing88888@yahoo.com.tw","True","47","47","0","0",
"桃園市私立台北老人長期照顧中心(養護型)","桃園市","蘆竹區","八德一路263號","桃園市蘆竹區八德一路263號","1","養護型機構","<year=104&class=2>","","?03-3246538","?03-3240277","http://trh.asigroup.com.tw/","?tpe26388@ms77.hinet.net","True","46","46","0","0",
"桃園市私立馨禾老人長期照顧中心(養護型)","桃園市","蘆竹區","文中路一段108號","桃園市蘆竹區文中路一段108號","1","養護型機構","無","3","03-?3782633","?03-3782088","無","?yuju0612@gmail.com","True","49","49","0","0",
"財團法人桃園市私立怡德養護中心承辦桃園市蘆竹區老人長期照顧中心(養護型)","桃園市","蘆竹區","山腳村5鄰黃帝街168號","桃園市蘆竹區山腳村5鄰黃帝街168號","1","養護型機構","<year=102&class=2>","","?03-3245369","?03-3245799","無","?srevice@luchu.org.tw","True","200","200","0","0",
"桃園市私立長青老人長期照顧中心(養護型)","桃園市","大園區","田心村華興路一段81號","桃園市大園區田心村華興路一段81號","1","養護型機構","<year=104&class=3>","","?03-3861559","?03-3861589","無","?eldercare3861559@xuite.net","True","49","49","0","0",
"桃園市私立大園老人長期照顧中心(養護型)","桃園市","大園區","6鄰33-8號","桃園市大園區6鄰33-8號","1","養護型機構","<year=104&class=2>","","?(03)3864499","?03-3850373","無","?dayuan5168@yahoo.com.tw","True","44","44","0","0",
"桃園市私立吳木同老人長期照顧中心(養護型)","桃園市","龜山區","大坑村17鄰6-8號","桃園市龜山區大坑村17鄰6-8號","1","養護型機構","<year=102&class=2>","","03-3161022","03-3552422","無","無","True","49","49","0","0",
"桃園市私立真愛老人長期照顧中心(養護型)","桃園市","龜山區","萬壽路一段161號3樓之3、163號3樓之1&之2","桃園市龜山區萬壽路一段161號3樓之3、163號3樓之1&之2","1","養護型機構","<year=103&class=3>","","03-82000148","?03-82000149","http://ji2599.com.tw/","?she8183@yahoo.com.tw","True","32","32","0","0",
"桃園市私立恩典老人長期照顧中心(養護型)","桃園市","龜山區","萬壽路二段956號2、3樓","桃園市龜山區萬壽路二段956號2、3樓","1","養護型機構","<year=103&class=2>","","?03-3498111","?03-3495877","無","?grace3498111@gmail.com","True","40","40","0","0",
"桃園市私立友緣老人長期照顧中心(養護型)","桃園市","龜山區","萬壽路二段345號3樓","桃園市龜山區萬壽路二段345號3樓","1","養護型機構","<year=102&class=2>","","?03-3195969","?03-3195979","http://yoyuen.org/","?yo_yuen@hotmail.com","True","39","39","0","0",
"桃園市私立愈健老人長期照顧中心(養護型)","桃園市","龜山區","大湖里文三三街5巷5號","桃園市龜山區大湖里文三三街5巷5號","1","養護型機構","<year=102&class=1>","","?03-3181946","?03-3181948","http://www.yujian.com.tw/","?h8918@ms7.hinet.net","True","49","49","0","0",
"桃園市私立慈慧老人長期照顧中心(養護型)","桃園市","龜山區","萬壽路2段345號","桃園市龜山區萬壽路2段345號","1","養護型機構","<year=103&class=2>","","?03-3194922","?03-3195704","http://lovingbright.myweb.hinet.net","?pei345@yahoo.com.tw","True","23","23","0","0",
"桃園市私立祥安老人長期照顧中心(養護型)","桃園市","龜山區","文化三路78巷30弄26號1，2樓","桃園市龜山區文化三路78巷30弄26號1，2樓","1","養護型機構","<year=102&class=2>","","?03-3975862","?03-3961392","無","?aabc5862tw@yahoo.com.tw","True","46","40","0","6",
"桃園市私立佳緣老人長期照顧中心(養護型)","桃園市","八德區","中華路92號","桃園市八德區中華路92號","1","養護型機構","<year=103&class=3>","","?03-3797266","無","無","?lichuan670903@yahoo.com.tw","True","16","16","0","0",
"桃園市私立八德老人長期照顧中心(養護型)","桃園市","八德區","大智里介壽路一段758巷8號","桃園市八德區大智里介壽路一段758巷8號","1","養護型機構","<year=102&class=3>","","?03-2182128","?03-2181208","無","?bade2182128@yahoo.com.tw","True","40","27","13","0",
"財團法人桃園市私立怡德老人長期照顧中心(養護型)","桃園市","龍潭區","中正路三段619巷105號","桃園市龍潭區中正路三段619巷105號","1","養護型機構","<year=102&class=3>","","?03-4092468","?03-4809518","無","?shuping0903@gmail.com","True","200","142","58","0",
"桃園市私立厚德老人長期照顧中心(養護型)","桃園市","龍潭區","高原里高原路239號","桃園市龍潭區高原里高原路239號","1","養護型機構","<year=102&class=2>","","?03-4718866","?03-4710815","http://houde.myweb.hinet.net","?dfhoude@yahoo.com.tw","True","48","34","0","0",
"桃園市私立慈園老人長期照顧中心(養護型)","桃園市","龍潭區","成功路190巷558號","桃園市龍潭區成功路190巷558號","1","養護型機構","<year=104&class=2>","","?03-4700766","?03-4700766","無","?ks190558@gmail.com","True","43","43","0","0",
"桃園市私立庭園老人長期照顧中心(養護型)","桃園市","龍潭區","南龍路42號1樓","桃園市龍潭區南龍路42號1樓","1","養護型機構","<year=102&class=3>","","03-4991812","?03-4992284","無","?tingyuan324@yahoo.com.tw","True","36","24","12","0",
"財團法人桃園市私立佳安老人長期照顧中心(養護型)","桃園市","龍潭區","佳安西路4巷101號","桃園市龍潭區佳安西路4巷101號","1","養護型機構","<year=103&class=3>","","?03-4111111","?03-4112258","http://jiaan.com.tw/","?tyjiaan@gmail.com","True","124","124","0","0",
"桃園縣私立愛心老人長期照顧中心(養護型)","桃園市","龍潭區","龍潭村龍元路45號1樓","桃園市龍潭區龍潭村龍元路45號1樓","1","養護型機構","無","3","03-4706561","無","無","?zolinzolin@hotmail.com","True","22","22","0","0",
"桃園市私立佳心老人長期照顧中心(養護型)","桃園市","龍潭區","中興路211巷30號","桃園市龍潭區中興路211巷30號","1","養護型機構","<year=102&class=3>","","?03-4995577","無","無","?m4991177@yahoo.com.tw","True","42","29","8","0",
"桃園市私立慈航老人長期照顧中心(養護型)","桃園市","龍潭區","中正路三林段619巷3號","桃園市龍潭區中正路三林段619巷3號","1","養護型機構","<year=103&class=3>","","?03-4096021","?03-4097535","http://www.longtan325.com.tw/","?a168325longtan@gmail.com","True","43","23","20","0",
"財團法人桃園市私立甡光社會福利基金會附設桃園市私立甡光老人養護中心","桃園市","平鎮區","南平路二段516巷99號","桃園市平鎮區南平路二段516巷99號","1","養護型機構","<year=102&class=3>","","?03-4643380","?03-4643342","無","?wanitalee@yahoo.com.tw","True","196","160","36","0",
"桃園市私立瑞生老人長期照顧中心(養護型)","桃園市","平鎮區","龍安路133巷25號","桃園市平鎮區龍安路133巷25號","1","養護型機構","<year=102&class=3>","","?03-4502966","?03-4601439","無","?rs264888@yahoo.com.tw","True","42","42","0","0",
